"","Development Status (short)","Installed Capacity (MWelec)","Ref ID","Planning","Connection","Construction","date","passed_planning_date","passed_connection_date","passed_construction_date","Date","tech","broad_status","broad_status_start","passed_planning","passed_planning_time","passed_planning_time_wk","passed_connection","passed_connection_time","passed_connection_time_wk","passed_construction","passed_construction_time","passed_construction_time_wk","run"
"434","Awaiting Construction",0.25,8236,5702400,NA,NA,2020-10-12,2020-12-17,2025-07-03,2027-05-21,2020-10-12,"Wind Onshore","Completed","Connection",TRUE,5702400,9.42857142857143,FALSE,1659,237,TRUE,59356800,98.1428571428572,3
"435","Awaiting Construction",0.25,8237,28598400,NA,NA,2020-10-05,2021-09-01,2023-07-20,2023-12-13,2020-10-05,"Wind Onshore","Completed","Connection",TRUE,28598400,47.2857142857143,TRUE,687,98.1428571428571,TRUE,12614400,20.8571428571429,3
"436","Awaiting Construction",0.25,8258,106790400,NA,NA,2020-12-21,2024-05-10,2025-01-04,2026-09-24,2020-12-21,"Wind Onshore","Completed","Connection",TRUE,106790400,176.571428571429,TRUE,239,34.1428571428571,TRUE,54259200,89.7142857142857,3
"437","Awaiting Construction",0.25,8266,42249600,NA,NA,2020-12-22,2022-04-25,2028-03-23,2029-02-18,2020-12-22,"Wind Onshore","Completed","Connection",TRUE,42249600,69.8571428571429,TRUE,2159,308.428571428571,TRUE,28684800,47.4285714285714,3
"438","Awaiting Construction",0.25,8273,30067200,NA,NA,2020-12-24,2021-12-07,2023-01-25,2024-10-14,2020-12-24,"Wind Onshore","Completed","Connection",TRUE,30067200,49.7142857142857,TRUE,414,59.1428571428571,TRUE,54259200,89.7142857142857,3
"439","Awaiting Construction",0.25,8279,106790400,NA,NA,2020-12-21,2024-05-10,2027-01-21,2027-12-30,2020-12-21,"Wind Onshore","Completed","Connection",TRUE,106790400,176.571428571429,FALSE,986,140.857142857143,TRUE,29635200,49,3
"440","Awaiting Construction",0.4,8422,27216000,NA,NA,2021-01-20,2021-12-01,2022-07-28,2023-02-12,2021-01-20,"Wind Onshore","Completed","Connection",TRUE,27216000,45,TRUE,239,34.1428571428571,TRUE,17193600,28.4285714285714,3
"441","Awaiting Construction",0.15,8431,15292800,NA,NA,2021-01-26,2021-07-22,2023-08-13,2024-09-06,2021-01-26,"Wind Onshore","Completed","Connection",TRUE,15292800,25.2857142857143,FALSE,752,107.428571428571,TRUE,33696000,55.7142857142857,3
"442","Awaiting Construction",NA,8867,44409600,NA,NA,2021-02-09,2022-07-08,2024-11-14,2025-09-14,2021-02-09,"Wind Onshore","Completed","Connection",TRUE,44409600,73.4285714285714,FALSE,860,122.857142857143,TRUE,26265600,43.4285714285714,3
"443","Awaiting Construction",0.25,8868,100915200,NA,NA,2021-02-19,2024-05-02,2033-04-12,2034-03-13,2021-02-19,"Wind Onshore","Completed","Connection",TRUE,100915200,166.857142857143,TRUE,3267,466.714285714286,TRUE,28944000,47.8571428571429,3
"444","Awaiting Construction",0.25,8869,26179200,NA,NA,2021-02-17,2021-12-17,2026-05-23,2027-06-06,2021-02-17,"Wind Onshore","Completed","Connection",TRUE,26179200,43.2857142857143,FALSE,1618,231.142857142857,TRUE,32745600,54.1428571428571,3
"445","Awaiting Construction",NA,8872,106531200,NA,NA,2021-02-09,2024-06-26,2028-05-02,2029-12-31,2021-02-09,"Wind Onshore","Completed","Connection",TRUE,106531200,176.142857142857,TRUE,1406,200.857142857143,TRUE,52531200,86.8571428571429,3
"446","Awaiting Construction",0.25,8873,16675200,NA,NA,2021-02-19,2021-08-31,2023-03-22,2024-02-02,2021-02-19,"Wind Onshore","Completed","Connection",TRUE,16675200,27.5714285714286,TRUE,568,81.1428571428571,TRUE,27388800,45.2857142857143,3
"447","Awaiting Construction",0.25,8874,16761600,NA,NA,2021-02-18,2021-08-31,2024-07-05,2024-10-04,2021-02-18,"Wind Onshore","Completed","Connection",TRUE,16761600,27.7142857142857,TRUE,1039,148.428571428571,TRUE,7862400,13,3
"448","Awaiting Construction",0.25,8875,17193600,NA,NA,2021-03-08,2021-09-23,2025-09-28,2026-04-15,2021-03-08,"Wind Onshore","Completed","Connection",TRUE,17193600,28.4285714285714,FALSE,1466,209.428571428571,TRUE,17193600,28.4285714285714,3
"449","Awaiting Construction",NA,8876,53740800,NA,NA,2021-02-09,2022-10-24,2026-09-21,2027-09-21,2021-02-09,"Wind Onshore","Completed","Connection",TRUE,53740800,88.8571428571429,TRUE,1428,204,TRUE,31536000,52.1428571428571,3
"450","Awaiting Construction",NA,8877,31622400,NA,NA,2021-02-22,2022-02-23,2031-02-17,2031-12-07,2021-02-22,"Wind Onshore","Completed","Connection",TRUE,31622400,52.2857142857143,TRUE,3281,468.714285714286,TRUE,25315200,41.8571428571429,3
"451","Awaiting Construction",0.25,9595,43545600,NA,NA,2020-06-08,2021-10-25,2024-02-25,2025-10-04,2020-06-08,"Wind Onshore","Completed","Connection",TRUE,43545600,72,FALSE,853,121.857142857143,TRUE,50716800,83.8571428571429,3
"452","Awaiting Construction",0.15,9599,41644800,NA,NA,2021-08-24,2022-12-19,2028-02-20,2028-04-21,2021-08-24,"Wind Onshore","Completed","Connection",TRUE,41644800,68.8571428571429,TRUE,1889,269.857142857143,TRUE,5270400,8.71428571428572,3
"453","Awaiting Construction",0.25,9675,18921600,NA,NA,2021-08-17,2022-03-24,2024-03-29,2024-12-02,2021-08-17,"Wind Onshore","Completed","Connection",TRUE,18921600,31.2857142857143,TRUE,736,105.142857142857,TRUE,21427200,35.4285714285714,3
"454","Awaiting Construction",0.25,9713,5875200,NA,NA,2021-08-18,2021-10-25,2022-12-21,2023-04-01,2021-08-18,"Wind Onshore","Completed","Connection",TRUE,5875200,9.71428571428572,FALSE,422,60.2857142857143,TRUE,8726400,14.4285714285714,3
"455","Awaiting Construction",0.15,10591,10972800,NA,NA,2021-11-30,2022-04-06,2023-10-26,2024-10-25,2021-11-30,"Wind Onshore","Completed","Connection",TRUE,10972800,18.1428571428571,FALSE,568,81.1428571428571,TRUE,31536000,52.1428571428571,3
"456","Awaiting Construction",0.25,11506,19008000,NA,NA,2021-10-19,2022-05-27,2025-02-06,2026-01-20,2021-10-19,"Wind Onshore","Completed","Connection",TRUE,19008000,31.4285714285714,TRUE,986,140.857142857143,TRUE,30067200,49.7142857142857,3
"457","Awaiting Construction",NA,13665,15033600,NA,NA,2023-01-17,2023-07-10,2025-10-12,2026-12-21,2023-01-17,"Wind Onshore","Completed","Connection",TRUE,15033600,24.8571428571429,TRUE,825,117.857142857143,TRUE,37584000,62.1428571428571,3
"458","Awaiting Construction",NA,13667,31622400,NA,NA,2023-01-25,2024-01-26,2033-01-19,2034-09-19,2023-01-25,"Wind Onshore","Completed","Connection",TRUE,31622400,52.2857142857143,FALSE,3281,468.714285714286,TRUE,52531200,86.8571428571429,3
"459","Awaiting Construction",0.85,13668,26784000,NA,NA,2023-01-25,2023-12-01,2025-09-01,2026-10-25,2023-01-25,"Wind Onshore","Completed","Connection",TRUE,26784000,44.2857142857143,TRUE,640,91.4285714285714,TRUE,36201600,59.8571428571429,3
"460","Awaiting Construction",0.66,13994,26179200,NA,NA,2023-02-01,2023-12-01,2030-03-27,2031-01-26,2023-02-01,"Wind Onshore","Completed","Connection",TRUE,26179200,43.2857142857143,TRUE,2308,329.714285714286,TRUE,26352000,43.5714285714286,3
"461","Awaiting Construction",0.25,13995,35942400,NA,NA,2023-02-07,2024-03-29,2025-05-17,2026-09-07,2023-02-07,"Wind Onshore","Completed","Connection",TRUE,35942400,59.4285714285714,TRUE,414,59.1428571428571,TRUE,41299200,68.2857142857143,3
"462","Awaiting Construction",0.66,14112,32054400,NA,NA,2023-02-21,2024-02-27,2030-01-25,2031-01-08,2023-02-21,"Wind Onshore","Completed","Connection",TRUE,32054400,53,TRUE,2159,308.428571428571,TRUE,30067200,49.7142857142857,3
"463","Awaiting Construction",0.85,14114,38361600,NA,NA,2023-03-07,2024-05-24,2030-07-23,2031-06-23,2023-03-07,"Wind Onshore","Completed","Connection",TRUE,38361600,63.4285714285714,TRUE,2251,321.571428571429,TRUE,28944000,47.8571428571429,3
"464","Awaiting Construction",0.25,14115,17971200,NA,NA,2023-03-09,2023-10-03,2032-09-26,2033-08-26,2023-03-09,"Wind Onshore","Completed","Connection",TRUE,17971200,29.7142857142857,TRUE,3281,468.714285714286,TRUE,28857600,47.7142857142857,3
"465","Awaiting Construction",NA,14126,36806400,NA,NA,2023-04-04,2024-06-03,2025-06-25,2025-08-23,2023-04-04,"Solar Photovoltaics","Completed","Connection",TRUE,36806400,60.8571428571429,TRUE,387,55.2857142857143,TRUE,5097600,8.42857142857143,3
"466","Awaiting Construction",2,14132,18403200,NA,NA,2023-05-09,2023-12-08,2030-05-04,2031-02-02,2023-05-09,"Wind Onshore","Completed","Connection",TRUE,18403200,30.4285714285714,TRUE,2339,334.142857142857,TRUE,23673600,39.1428571428571,3
"467","Awaiting Construction",0.15,15229,5356800,NA,NA,2023-10-19,2023-12-20,2024-10-28,2025-09-13,2023-10-19,"Solar Photovoltaics","Completed","Connection",TRUE,5356800,8.85714285714286,TRUE,313,44.7142857142857,TRUE,27648000,45.7142857142857,3
"468","Awaiting Construction",NA,15281,9763200,NA,NA,2023-10-19,2024-02-09,2027-05-06,2027-11-05,2023-10-19,"Wind Onshore","Completed","Connection",TRUE,9763200,16.1428571428571,FALSE,1182,168.857142857143,TRUE,15811200,26.1428571428571,3
"469","Awaiting Construction",NA,16293,16934400,NA,NA,2024-03-26,2024-10-08,2025-06-26,2026-03-12,2024-03-26,"Solar Photovoltaics","Completed","Connection",TRUE,16934400,28,TRUE,261,37.2857142857143,TRUE,22377600,37,3
"470","Awaiting Construction",2,16451,9849600,NA,NA,2024-04-22,2024-08-14,2025-12-30,2026-03-07,2024-04-22,"Solar Photovoltaics","Completed","Connection",TRUE,9849600,16.2857142857143,FALSE,503,71.8571428571428,TRUE,5788800,9.57142857142857,3
"471","Awaiting Construction",2.5,16454,10022400,NA,NA,2024-04-22,2024-08-16,2025-09-21,2026-01-02,2024-04-22,"Solar Photovoltaics","Completed","Connection",TRUE,10022400,16.5714285714286,FALSE,401,57.2857142857143,TRUE,8899200,14.7142857142857,3
"472","Awaiting Construction",0.3,16620,16848000,NA,NA,2024-05-28,2024-12-09,2027-05-07,2027-09-15,2024-05-28,"Solar Photovoltaics","Completed","Connection",TRUE,16848000,27.8571428571429,TRUE,879,125.571428571429,TRUE,11318400,18.7142857142857,3
"473","Awaiting Construction",NA,16629,19526400,NA,NA,2024-05-28,2025-01-09,2027-04-14,2028-03-22,2024-05-28,"Wind Onshore","Completed","Connection",TRUE,19526400,32.2857142857143,TRUE,825,117.857142857143,TRUE,29635200,49,3
"474","Awaiting Construction",NA,16715,5443200,NA,NA,2024-06-12,2024-08-14,2025-06-23,2025-10-01,2024-06-12,"Solar Photovoltaics","Completed","Connection",TRUE,5443200,9,TRUE,313,44.7142857142857,TRUE,8640000,14.2857142857143,3
"475","Awaiting Construction",NA,16716,5443200,NA,NA,2024-06-12,2024-08-14,2025-05-13,2025-06-10,2024-06-12,"Solar Photovoltaics","Completed","Connection",TRUE,5443200,9,TRUE,272,38.8571428571429,TRUE,2419200,4,3
"476","Awaiting Construction",NA,17468,2678400,NA,NA,2024-09-30,2024-10-31,2026-05-22,2026-07-15,2024-09-30,"Solar Photovoltaics","Completed","Connection",TRUE,2678400,4.42857142857143,TRUE,568,81.1428571428571,TRUE,4665600,7.71428571428571,3
"477","Under Construction",27,4650,35942400,1127,NA,2011-09-26,2012-11-15,2015-12-17,2017-02-16,2011-09-26,"Wind Onshore","Completed","Construction",TRUE,35942400,59.4285714285714,TRUE,1127,161,TRUE,36892800,61,3
"478","Appeal Lodged",0.3,7672,NA,NA,NA,2019-09-16,2020-04-29,2023-01-10,2023-10-11,2019-09-16,"Wind Onshore","Completed","Planning",TRUE,19526400,32.2857142857143,TRUE,986,140.857142857143,TRUE,23673600,39.1428571428571,3
"479","Application Submitted",0.2,8166,NA,NA,NA,2020-12-21,2026-03-20,2026-04-29,2028-10-28,2020-12-21,"Wind Onshore","Completed","Planning",FALSE,165456000,273.571428571429,FALSE,40,5.71428571428571,TRUE,78883200,130.428571428571,3
"480","Application Submitted",0.25,8194,NA,NA,NA,2020-11-16,2024-06-30,2029-02-15,2029-12-05,2020-11-16,"Wind Onshore","Completed","Planning",TRUE,114220800,188.857142857143,TRUE,1691,241.571428571429,TRUE,25315200,41.8571428571429,3
"481","Application Submitted",NA,8224,NA,NA,NA,2020-10-01,2026-01-14,2032-03-14,2033-02-25,2020-10-01,"Wind Onshore","Completed","Planning",TRUE,166838400,275.857142857143,TRUE,2251,321.571428571429,TRUE,30067200,49.7142857142857,3
"482","Application Submitted",NA,8262,NA,NA,NA,2020-12-22,2022-05-06,2031-05-16,2032-09-05,2020-12-22,"Wind Onshore","Completed","Planning",TRUE,43200000,71.4285714285714,FALSE,3297,471,TRUE,41299200,68.2857142857143,3
"483","Application Submitted",0.25,8276,NA,NA,NA,2020-12-22,2021-05-19,2025-08-15,2025-03-26,2020-12-22,"Wind Onshore","Completed","Planning",TRUE,12787200,21.1428571428571,FALSE,1549,221.285714285714,TRUE,-12268800,-20.2857142857143,3
"484","Application Submitted",NA,8277,NA,NA,NA,2020-12-30,2024-02-16,2026-03-09,2027-09-02,2020-12-30,"Wind Onshore","Completed","Planning",TRUE,98755200,163.285714285714,TRUE,752,107.428571428571,TRUE,46828800,77.4285714285714,3
"485","Application Submitted",3.75,8870,NA,NA,NA,2021-03-03,2021-08-27,2023-07-11,2023-12-08,2021-03-03,"Solar Photovoltaics","Completed","Planning",FALSE,15292800,25.2857142857143,TRUE,683,97.5714285714286,TRUE,12960000,21.4285714285714,3
"486","Application Submitted",NA,8871,NA,NA,NA,2021-02-26,2026-05-26,2030-10-07,2031-08-08,2021-02-26,"Wind Onshore","Completed","Planning",TRUE,165456000,273.571428571429,TRUE,1595,227.857142857143,TRUE,26352000,43.5714285714286,3
"487","Application Submitted",NA,9676,NA,NA,NA,2021-06-02,2023-06-22,2025-09-08,2027-06-29,2021-06-02,"Wind Onshore","Completed","Planning",TRUE,64800000,107.142857142857,FALSE,809,115.571428571429,TRUE,56937600,94.1428571428572,3
"488","Application Submitted",NA,10590,NA,NA,NA,2021-11-25,2022-03-19,2023-11-12,2023-12-10,2021-11-25,"Solar Photovoltaics","Completed","Planning",TRUE,9849600,16.2857142857143,FALSE,603,86.1428571428571,TRUE,2419200,4,3
"489","Application Submitted",58.8,11718,NA,NA,NA,2021-12-22,2024-11-10,2026-12-02,2027-05-18,2021-12-22,"Wind Onshore","Completed","Planning",FALSE,91065600,150.571428571429,TRUE,752,107.428571428571,TRUE,14428800,23.8571428571429,3
"490","Application Submitted",28.8,13669,NA,NA,NA,2023-01-05,2024-05-19,2027-01-30,2028-06-26,2023-01-05,"Wind Onshore","Completed","Planning",TRUE,43200000,71.4285714285714,TRUE,986,140.857142857143,TRUE,44323200,73.2857142857143,3
"491","Application Submitted",0.225,13991,NA,NA,NA,2023-01-13,2024-08-17,2027-03-07,2028-05-26,2023-01-13,"Wind Onshore","Completed","Planning",FALSE,50284800,83.1428571428572,TRUE,932,133.142857142857,TRUE,38534400,63.7142857142857,3
"492","Application Submitted",0.6,13996,NA,NA,NA,2023-02-13,2024-01-28,2028-02-02,2030-08-03,2023-02-13,"Wind Onshore","Completed","Planning",TRUE,30153600,49.8571428571429,TRUE,1466,209.428571428571,TRUE,78883200,130.428571428571,3
"493","Application Submitted",50.4,14113,NA,NA,NA,2023-02-22,2023-07-29,2025-10-15,2027-02-28,2023-02-22,"Wind Onshore","Completed","Planning",TRUE,13564800,22.4285714285714,FALSE,809,115.571428571429,TRUE,43286400,71.5714285714286,3
"494","Application Submitted",1,14123,NA,NA,NA,2023-03-27,2023-07-25,2024-12-19,2025-11-04,2023-03-27,"Solar Photovoltaics","Completed","Planning",TRUE,10368000,17.1428571428571,TRUE,513,73.2857142857143,TRUE,27648000,45.7142857142857,3
"495","Application Submitted",NA,14127,NA,NA,NA,2023-04-05,2025-10-29,2029-09-26,2030-10-20,2023-04-05,"Wind Onshore","Completed","Planning",TRUE,81043200,134,TRUE,1428,204,TRUE,33609600,55.5714285714286,3
"496","Application Submitted",NA,14128,NA,NA,NA,2023-04-05,2023-11-08,2029-09-27,2029-05-08,2023-04-05,"Wind Onshore","Completed","Planning",TRUE,18748800,31,TRUE,2150,307.142857142857,TRUE,-12268800,-20.2857142857143,3
"497","Application Submitted",NA,14129,NA,NA,NA,2023-04-05,2024-05-25,2026-12-28,2027-09-28,2023-04-05,"Wind Onshore","Completed","Planning",TRUE,35942400,59.4285714285714,TRUE,947,135.285714285714,TRUE,23673600,39.1428571428571,3
"498","Application Submitted",0.85,14130,NA,NA,NA,2023-04-05,2024-08-27,2030-12-09,2032-04-04,2023-04-05,"Wind Onshore","Completed","Planning",FALSE,44064000,72.8571428571429,TRUE,2295,327.857142857143,TRUE,41644800,68.8571428571429,3
"499","Application Submitted",NA,15152,NA,NA,NA,2023-06-19,2023-10-24,2029-09-12,2030-07-13,2023-06-19,"Wind Onshore","Completed","Planning",TRUE,10972800,18.1428571428571,TRUE,2150,307.142857142857,TRUE,26265600,43.4285714285714,3
"500","Application Submitted",NA,15346,NA,NA,NA,2023-10-26,2026-09-12,2028-12-15,2029-10-28,2023-10-26,"Wind Onshore","Completed","Planning",TRUE,90892800,150.285714285714,FALSE,825,117.857142857143,TRUE,27388800,45.2857142857143,3
"501","Application Submitted",0.5,15355,NA,NA,NA,2023-11-07,2024-12-22,2024-12-23,2026-02-23,2023-11-07,"Wind Onshore","Completed","Planning",TRUE,35510400,58.7142857142857,FALSE,1,0.142857142857143,TRUE,36892800,61,3
"502","Application Submitted",0.225,15365,NA,NA,NA,2023-11-07,2030-01-20,2031-08-11,2032-12-05,2023-11-07,"Wind Onshore","Completed","Planning",TRUE,195782400,323.714285714286,TRUE,568,81.1428571428571,TRUE,41644800,68.8571428571429,3
"503","Application Submitted",0.25,15378,NA,NA,NA,2023-11-09,2025-06-18,2029-09-07,2031-01-02,2023-11-09,"Wind Onshore","Completed","Planning",FALSE,50716800,83.8571428571429,TRUE,1542,220.285714285714,TRUE,41644800,68.8571428571429,3
"504","Application Submitted",0.6,15438,NA,NA,NA,2023-11-06,2025-12-15,2027-04-09,2027-07-09,2023-11-06,"Wind Onshore","Completed","Planning",TRUE,66528000,110,TRUE,480,68.5714285714286,TRUE,7862400,13,3
"505","Application Submitted",NA,16333,NA,NA,NA,2024-02-09,2024-08-21,2026-05-13,2027-09-07,2024-02-09,"Wind Onshore","Completed","Planning",TRUE,16761600,27.7142857142857,TRUE,630,90,TRUE,41644800,68.8571428571429,3
"506","Application Submitted",NA,16336,NA,NA,NA,2024-03-19,2025-07-19,2026-03-16,2027-06-05,2024-03-19,"Wind Onshore","Completed","Planning",TRUE,42076800,69.5714285714286,TRUE,240,34.2857142857143,TRUE,38534400,63.7142857142857,3
"507","Application Submitted",29.9,16337,NA,NA,NA,2024-03-06,2024-05-07,2025-11-21,2025-12-19,2024-03-06,"Solar Photovoltaics","Completed","Planning",TRUE,5356800,8.85714285714286,FALSE,563,80.4285714285714,TRUE,2419200,4,3
"508","Application Submitted",NA,16349,NA,NA,NA,2024-04-08,2024-12-10,2027-08-24,2028-06-12,2024-04-08,"Wind Onshore","Completed","Planning",TRUE,21254400,35.1428571428571,TRUE,987,141,TRUE,25315200,41.8571428571429,3
"509","Application Submitted",NA,16353,NA,NA,NA,2024-04-08,2025-06-02,2027-04-20,2029-06-23,2024-04-08,"Wind Onshore","Completed","Planning",FALSE,36288000,60,TRUE,687,98.1428571428571,TRUE,68688000,113.571428571429,3
"510","Application Submitted",2,16445,NA,NA,NA,2024-04-10,2024-09-26,2026-01-25,2026-10-11,2024-04-10,"Solar Photovoltaics","Completed","Planning",TRUE,14601600,24.1428571428571,TRUE,486,69.4285714285714,TRUE,22377600,37,3
"511","Application Submitted",NA,16450,NA,NA,NA,2024-04-25,2026-03-22,2029-05-06,2030-05-20,2024-04-25,"Wind Onshore","Completed","Planning",TRUE,60134400,99.4285714285714,TRUE,1141,163,TRUE,32745600,54.1428571428571,3
"512","Application Submitted",0.25,16453,NA,NA,NA,2024-04-17,2024-10-27,2029-01-23,2029-07-09,2024-04-17,"Wind Onshore","Completed","Planning",TRUE,16675200,27.5714285714286,TRUE,1549,221.285714285714,TRUE,14428800,23.8571428571429,3
"513","Application Submitted",0.25,16476,NA,NA,NA,2024-04-30,2024-10-21,2027-07-05,2029-07-29,2024-04-30,"Wind Onshore","Completed","Planning",FALSE,15033600,24.8571428571429,FALSE,987,141,TRUE,65232000,107.857142857143,3
"514","Application Submitted",NA,16547,NA,NA,NA,2024-05-06,2026-06-01,2028-04-18,2029-03-01,2024-05-06,"Wind Onshore","Completed","Planning",TRUE,65318400,108,TRUE,687,98.1428571428571,TRUE,27388800,45.2857142857143,3
"515","Application Submitted",0.25,16568,NA,NA,NA,2024-05-17,2025-09-29,2027-01-22,2027-09-06,2024-05-17,"Wind Onshore","Completed","Planning",TRUE,43200000,71.4285714285714,TRUE,480,68.5714285714286,TRUE,19612800,32.4285714285714,3
"516","Application Submitted",0.25,16578,NA,NA,NA,2024-05-17,2027-12-30,2029-02-05,2030-02-05,2024-05-17,"Wind Onshore","Completed","Planning",TRUE,114220800,188.857142857143,TRUE,403,57.5714285714286,TRUE,31536000,52.1428571428571,3
"517","Application Submitted",2,16583,NA,NA,NA,2024-04-16,2026-02-11,2027-07-24,2028-06-08,2024-04-16,"Solar Photovoltaics","Completed","Planning",TRUE,57542400,95.1428571428572,TRUE,528,75.4285714285714,TRUE,27648000,45.7142857142857,3
"518","Application Submitted",NA,16646,NA,NA,NA,2024-05-29,2026-12-23,2027-08-19,2029-03-28,2024-05-29,"Wind Onshore","Completed","Planning",TRUE,81043200,134,TRUE,239,34.1428571428571,TRUE,50716800,83.8571428571429,3
"519","Application Submitted",NA,17112,NA,NA,NA,2024-07-26,2026-09-30,2029-06-13,2029-12-11,2024-07-26,"Wind Onshore","Completed","Planning",FALSE,68774400,113.714285714286,FALSE,987,141,TRUE,15638400,25.8571428571429,3
"520","Application Submitted",0.7,17115,NA,NA,NA,2024-08-07,2025-04-13,2026-05-05,2026-07-23,2024-08-07,"Solar Photovoltaics","Completed","Planning",TRUE,21513600,35.5714285714286,TRUE,387,55.2857142857143,TRUE,6825600,11.2857142857143,3
"521","Application Submitted",NA,17116,NA,NA,NA,2024-08-13,2025-03-09,2030-02-27,2030-08-29,2024-08-13,"Wind Onshore","Completed","Planning",TRUE,17971200,29.7142857142857,TRUE,1816,259.428571428571,TRUE,15811200,26.1428571428571,3
"522","Application Submitted",0.5,17126,NA,NA,NA,2024-08-14,2028-05-21,2030-02-20,2031-01-03,2024-08-14,"Wind Onshore","Completed","Planning",FALSE,118886400,196.571428571429,TRUE,640,91.4285714285714,TRUE,27388800,45.2857142857143,3
"523","Application Submitted",NA,17164,NA,NA,NA,2024-08-15,2024-11-05,2027-03-15,2028-06-03,2024-08-15,"Wind Onshore","Completed","Planning",FALSE,7084800,11.7142857142857,TRUE,860,122.857142857143,TRUE,38534400,63.7142857142857,3
"524","Application Submitted",0.6,17257,NA,NA,NA,2024-08-30,2025-09-14,2027-12-02,2028-08-06,2024-08-30,"Wind Onshore","Completed","Planning",FALSE,32832000,54.2857142857143,TRUE,809,115.571428571429,TRUE,21427200,35.4285714285714,3
"525","Application Submitted",20,17260,NA,NA,NA,2024-09-04,2026-06-16,2027-11-26,2028-08-16,2024-09-04,"Solar Photovoltaics","Completed","Planning",FALSE,56160000,92.8571428571429,FALSE,528,75.4285714285714,TRUE,22809600,37.7142857142857,3
"526","Application Submitted",NA,17312,NA,NA,NA,2024-09-28,2025-01-21,2027-03-11,2027-05-15,2024-09-28,"Solar Photovoltaics","Completed","Planning",TRUE,9936000,16.4285714285714,TRUE,779,111.285714285714,TRUE,5616000,9.28571428571429,3
"527","Application Submitted",0.6,17318,NA,NA,NA,2024-08-28,2025-12-28,2031-10-29,2032-11-22,2024-08-28,"Wind Onshore","Completed","Planning",TRUE,42076800,69.5714285714286,TRUE,2131,304.428571428571,TRUE,33696000,55.7142857142857,3
"528","Application Submitted",NA,17417,NA,NA,NA,2024-09-23,2025-05-22,2026-07-16,2026-09-08,2024-09-23,"Solar Photovoltaics","Completed","Planning",FALSE,20822400,34.4285714285714,TRUE,420,60,TRUE,4665600,7.71428571428571,3
"529","Application Submitted",NA,17425,NA,NA,NA,2024-09-20,2029-05-16,2032-01-28,2034-04-02,2024-09-20,"Wind Onshore","Completed","Planning",TRUE,146793600,242.714285714286,TRUE,987,141,TRUE,68688000,113.571428571429,3
"530","Application Submitted",NA,17426,NA,NA,NA,2024-09-23,2027-01-04,2035-12-29,2036-12-06,2024-09-23,"Wind Onshore","Completed","Planning",FALSE,71971200,119,FALSE,3281,468.714285714286,TRUE,29635200,49,3
"531","Application Submitted",NA,17461,NA,NA,NA,2024-09-30,2027-08-28,2027-10-07,2028-12-06,2024-09-30,"Wind Onshore","Completed","Planning",FALSE,91756800,151.714285714286,TRUE,40,5.71428571428571,TRUE,36806400,60.8571428571429,3
"532","Application Submitted",16.8,17627,NA,NA,NA,2024-11-01,2025-11-07,2031-09-27,2032-07-27,2024-11-01,"Wind Onshore","Completed","Planning",TRUE,32054400,53,TRUE,2150,307.142857142857,TRUE,26265600,43.4285714285714,3
"533","Application Submitted",NA,17665,NA,NA,NA,2024-10-23,2026-04-16,2035-04-26,2037-06-29,2024-10-23,"Wind Onshore","Completed","Planning",TRUE,46656000,77.1428571428572,TRUE,3297,471,TRUE,68688000,113.571428571429,3
"534","Application Submitted",NA,17711,NA,NA,NA,2024-11-07,2025-05-16,2026-10-11,2027-02-07,2024-11-07,"Solar Photovoltaics","Completed","Planning",FALSE,16416000,27.1428571428571,TRUE,513,73.2857142857143,TRUE,10281600,17,3
"535","Application Submitted",0.3,17825,NA,NA,NA,2024-11-12,2028-08-19,2029-10-15,2030-10-29,2024-11-12,"Wind Onshore","Completed","Planning",FALSE,118886400,196.571428571429,TRUE,422,60.2857142857143,TRUE,32745600,54.1428571428571,3
"536","Application Submitted",3.5,18060,NA,NA,NA,2024-12-18,2026-02-17,2027-06-26,2027-10-23,2024-12-18,"Solar Photovoltaics","Completed","Planning",TRUE,36806400,60.8571428571429,TRUE,494,70.5714285714286,TRUE,10281600,17,3
"537","Application Submitted",0.25,18104,NA,NA,NA,2024-12-19,2025-11-08,2026-03-18,2026-06-29,2024-12-19,"Solar Photovoltaics","Completed","Planning",TRUE,27993600,46.2857142857143,TRUE,130,18.5714285714286,TRUE,8899200,14.7142857142857,3
"538","Application Submitted",NA,18147,NA,NA,NA,2025-01-15,2025-08-01,2029-10-28,2030-08-28,2025-01-15,"Wind Onshore","Completed","Planning",FALSE,17107200,28.2857142857143,TRUE,1549,221.285714285714,TRUE,26265600,43.4285714285714,3
"539","Application Submitted",4.99,18205,NA,NA,NA,2025-01-13,2025-11-10,2027-03-20,2027-05-26,2025-01-13,"Solar Photovoltaics","Completed","Planning",TRUE,26006400,43,TRUE,495,70.7142857142857,TRUE,5788800,9.57142857142857,3
"540","Application Submitted",NA,18379,NA,NA,NA,2025-01-09,2026-05-16,2030-11-30,2031-05-30,2025-01-09,"Wind Onshore","Completed","Planning",FALSE,42508800,70.2857142857143,TRUE,1659,237,TRUE,15638400,25.8571428571429,3
"541","Application Submitted",NA,18380,NA,NA,NA,2025-01-08,2026-10-01,2030-10-06,2031-03-22,2025-01-08,"Wind Onshore","Completed","Planning",FALSE,54518400,90.1428571428572,TRUE,1466,209.428571428571,TRUE,14428800,23.8571428571429,3
